1	2037.16932511	2066.8699522	1975.36149478	1781.36111188	1953.99531484
2	1118.76341009	1107.71218395	1112.32967782	1105.37738013	1113.70532489
3	792.220279217	781.430540085	772.193091869	768.409930944	765.491923809
4	613.536052942	607.363721132	608.556133986	558.850640059	625.152975082
5	521.121762037	517.610571146	532.283767939	519.734894991	523.502288818
6	464.917237043	451.79764986	451.230395079	456.720244169	465.294764042
7	415.191067934	414.422232866	410.262850046	418.363213062	414.320202112
8	379.634510994	382.697520018	383.298892021	379.259147882	381.257805109
9	363.930783033	360.395811081	367.386018991	361.115506172	362.70419693
10	354.447907925	354.354147911	351.77796793	349.927170038	351.35522604
11	338.295140028	336.317396879	339.715846062	338.541275024	334.677124023
12	321.940600157	327.892564058	328.793232918	328.824439049	328.921024084
13	325.791296005	311.866975069	317.524875164	311.345860004	302.743298054
14	301.850620031	310.376713991	305.468343973	307.663403034	305.811439037
15	296.911648035	299.332156897	297.458739996	298.381870031	297.623245001
16	291.157924891	295.42276001	292.960801125	294.785450935	293.510305166
17	293.627791166	281.556959152	292.664546013	292.614228964	283.739728928
18	286.961277008	286.119086027	285.452473164	290.780444145	289.944909096
19	281.975610018	286.73179698	284.507991076	283.744659901	282.280619144
20	281.245649099	282.064720154	280.91633296	280.430062056	281.39457202
