1	3569.58987212	3547.31792688	3586.11638308	3619.15487504	2939.83001494
2	1960.73537087	1885.96764803	1869.84440494	1929.28383684	1910.18067408
3	1304.39942884	1325.02584887	1293.55516791	1311.69266796	1343.79254222
4	1058.42754006	1041.89720082	1011.110075	1025.42486787	1020.97027016
5	893.509152174	881.786541939	882.313103914	867.226942062	859.513768196
6	756.189993143	757.983937025	771.200096846	751.857112885	783.916248798
7	686.897372007	679.492331982	685.698837042	690.572674036	684.966117859
8	618.95957303	638.10679698	645.330523014	631.649008989	623.635368109
9	603.947045088	597.061218977	590.729222059	576.150661945	584.778112173
10	569.924688101	575.250890017	569.255784035	595.237522125	588.205542803
11	562.495840073	550.57251215	554.540034056	561.801972866	556.324976206
12	538.80380106	570.234374046	576.629518032	566.250779867	554.511271954
13	577.591511965	530.517282009	564.073386908	544.396049976	540.559225082
14	575.685133219	555.652806997	540.292709112	548.630814075	568.519519806
15	560.799148798	542.525570154	579.151792049	538.284895897	551.76327014
16	531.366098881	530.156116009	546.325001955	551.579797983	537.968307018
17	542.711452007	543.943521976	531.142668009	562.779067993	535.431479931
18	549.708941936	536.967969179	554.762369156	566.928022146	552.869270086
19	517.852385998	540.205450058	537.808903933	521.106754065	562.534142971
20	547.60828805	536.157391071	536.045135975	569.222774982	553.358359814
